2015-06-18,1.18,1.19,1.18,1.19,10000,1.19
2015-06-17,1.18,1.19,1.18,1.18,15000,1.18
2015-06-16,1.18,1.18,1.17,1.17,121100,1.17
2015-06-15,1.17,1.17,1.17,1.17,10000,1.17
2015-06-12,1.18,1.18,1.18,1.18,000,1.18
2015-06-11,1.18,1.18,1.17,1.18,32500,1.18
2015-06-10,1.20,1.20,1.18,1.18,16400,1.18
2015-06-09,1.20,1.20,1.20,1.20,4000,1.20
2015-06-08,1.20,1.20,1.20,1.20,000,1.20
2015-06-05,1.20,1.20,1.20,1.20,5800,1.20
2015-06-04,1.22,1.22,1.20,1.20,20000,1.20
2015-06-03,1.23,1.25,1.22,1.25,30300,1.25
2015-06-02,1.23,1.23,1.23,1.23,3400,1.23
2015-06-01,1.20,1.22,1.20,1.22,23200,1.22
2015-05-29,1.20,1.20,1.20,1.20,000,1.20
2015-05-28,1.21,1.21,1.16,1.20,47500,1.20
2015-05-27,1.22,1.22,1.22,1.22,4900,1.22
2015-05-26,1.22,1.22,1.22,1.22,30100,1.22
2015-05-25,1.25,1.25,1.23,1.23,83000,1.23
2015-05-22,1.20,1.25,1.20,1.25,30200,1.25
2015-05-21,1.22,1.25,1.20,1.25,47200,1.25
2015-05-20,1.25,1.25,1.25,1.25,000,1.25
2015-05-19,1.25,1.25,1.25,1.25,000,1.25
2015-05-18,1.24,1.25,1.24,1.25,8500,1.25
2015-05-15,1.25,1.25,1.25,1.25,000,1.25
2015-05-14,1.25,1.25,1.25,1.25,000,1.25
2015-05-13,1.26,1.26,1.25,1.25,46600,1.25
2015-05-12,1.25,1.25,1.25,1.25,10000,1.25
2015-05-11,1.26,1.26,1.25,1.25,40000,1.25
2015-05-08,1.255,1.255,1.25,1.25,137200,1.25
2015-05-07,1.28,1.285,1.26,1.26,59500,1.26
2015-05-06,1.29,1.29,1.28,1.285,60500,1.285
2015-05-05,1.29,1.29,1.285,1.285,65500,1.285
2015-05-04,1.31,1.31,1.31,1.31,000,1.31
2015-05-01,1.28,1.31,1.28,1.31,34600,1.31
2015-04-30,1.29,1.29,1.28,1.29,24900,1.29
2015-04-29,1.29,1.29,1.29,1.29,46000,1.29
2015-04-28,1.29,1.29,1.29,1.29,000,1.29
2015-04-27,1.29,1.31,1.29,1.29,155800,1.29
2015-04-24,1.29,1.295,1.29,1.29,181000,1.29
2015-04-23,1.30,1.30,1.29,1.29,67000,1.29
2015-04-22,1.35,1.35,1.335,1.35,2000,1.35
